symbol,name,industry,supersector,sector,subsector,listingDate,issueShare,listedValue,marketCap
"DVP","Dinh Vu Port Investment & Development Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","01/12/2009 00:00:00","40000000.0","1940000000000.00","1940000000000.0"
"DVW","Dong Nai Water Supply Construction and Services Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","06/06/2018 00:00:00","2345000.0","0","32361000000.0"
"DWC","Daklak Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","22/12/2021 00:00:00","20172800.0","0","283680000000.0"
"DWS","Dong Thap Water Supply &amp; Urban Environment Joint - Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","24/01/2019 00:00:00","25918130.0","0","285099430000.0"
"DXG","Dat Xanh Group Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","22/12/2009 00:00:00","611779002.0","6821335872300.00","6801851403400.0"
"DXL","Lang Son Tourism and Import - Export Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Hotels","28/06/2010 00:00:00","3957900.0","16227390000.00","16227390000.0"
"DXP","Doan Xa Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","13/11/2006 00:00:00","27282027.0","267363864600.00","288750473200.0"
"DXS","Dat Xanh Real Estate Services Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Services","15/07/2021 00:00:00","453122377.0","3235293771780.00","3235293771780.0"
"DXV","Danang Building Material VICEM Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","26/02/2008 00:00:00","9900000.0","39600000000.00","39600000000.0"
"DZM","Dzi An Mechanoelectric Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","11/06/2009 00:00:00","5395985.0","0","15648356500.0"
"E12","VNECO 12 Electricity Construction Joint-stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","31/12/2019 00:00:00","1200000.0","6120000000.00","6120000000.0"
"E29","29 Investment Construction And Engineering Joint Stcock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","05/11/2019 00:00:00","5000000.0","19000000000.00","19000000000.0"
"EBS","Educational Book Joint Stock Company In Hanoi city","Consumer Services","Media","Media","Publishing","21/12/2006 00:00:00","10219484.0","97085098000.00","94673048000.0"
"ECI","ECI Group Joint Stock Company","Consumer Services","Media","Media","Publishing","16/06/2009 00:00:00","1860000.0","0","48928000000.0"
"EFI","Education Financial Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","30/09/2009 00:00:00","10880000.0","26112000000.00","25459200000.0"
"EIB","Vietnam Export Import Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","27/10/2009 00:00:00","1235522904.0","23722039756800.00","28326134092800.0"
"EIC","EVN International Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","28/02/2017 00:00:00","36677145.0","740878329000.00","740878329000.0"
"EID","Hanoi Education Development and Investment Joint Stock Company","Consumer Services","Media","Media","Publishing","11/08/2009 00:00:00","15000000.0","337500000000.00","337500000000.0"
"EIN","Power Investment - Trade - Service Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Hotels","16/03/2017 00:00:00","45407161.0","127140050800.00","123870735208.0"
"ELC","ELCOM Technology Communications Corporation","Technology","Technology","Technology Hardware & Equipment","Telecommunications Equipment","13/10/2010 00:00:00","58778843.0","740613421800.00","740613421800.0"
"EMC","Thu Duc Electro Mechanical Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electronic Equipment","29/11/2012 00:00:00","15297333.0","156032796600.00","156032796600.0"
"EME","Electro Mechanical Corporation","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electronic Equipment","17/07/2017 00:00:00","3780298.0","0","45741605800.0"
"EMG","Electrical Mechanical Equipment and Spare Parts Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electronic Equipment","16/02/2017 00:00:00","3000000.0","0","93600000000.0"
"EMS","VN Post Express Joint Stock Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Delivery Services","05/01/2018 00:00:00","20999440.0","0","440988240000.0"
"EPC","Ea Pok Coffee Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","03/10/2018 00:00:00","9388500.0","0","135194400000.0"
"EPH","Ha Noi Education Publishing Services Joint Stock Company","Consumer Services","Media","Media","Publishing","21/12/2017 00:00:00","2500000.0","0","26250000000.0"
"EVE","Everpia Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","17/12/2010 00:00:00","41979773.0","568825924150.00","568825924150.0"
"EVF","EVN Finance Joint Stock Company","Financials","Financial Services","Financial Services","Consumer Finance","07/08/2018 00:00:00","351064031.0","2762873923970.00","2762873923970.0"
"EVG","Everland Group Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","08/06/2017 00:00:00","215249836.0","759831921080.00","759831921080.0"
"EVS","Everest Securities Joint Stock Company","Financials","Financial Services","Financial Services","Investment Services","01/08/2018 00:00:00","103000400.0","957903720000.00","957903720000.0"
"FBA","FBA International Group","Consumer Goods","Personal & Household Goods","Household Goods & Home Construction","Furnishings","18/02/2011 00:00:00","3414900.0","0","3073410000.0"
"FBC","Pho Yen Mechanical Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","20/10/2017 00:00:00","3700000.0","0","13690000000.0"
"FCC","Foodstuff Combinatorial Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Brewers","09/05/2016 00:00:00","5997040.0","0","44977800000.0"
"FCM","FECON Mining Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","15/05/2013 00:00:00","45099969.0","192125867940.00","192125867940.0"
"FCN","FECON Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","24/07/2012 00:00:00","157439005.0","1826292458000.00","1826292458000.0"
"FCS","Ho Chi Minh City Food Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","03/03/2017 00:00:00","29450000.0","0","153140000000.0"
"FDC","Foreign Trade Development And Investment Corporation of Ho Chi Minh City","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","18/01/2010 00:00:00","38629988.0","880763726400.00","880615526400.0"
"FGL","Gia Lai Coffee Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","14/09/2018 00:00:00","14676300.0","0","183453750000.0"
"FHN","Hanoi Food Import - Export Joint Stock Company","Consumer Services","Retail","Food & Drug Retailers","Food Retailers & Wholesalers","29/12/2017 00:00:00","3000000.0","0","45000000000.0"
"FHS","Ho Chi Minh City Book Distribution Corporation","Consumer Services","Media","Media","Publishing","01/11/2018 00:00:00","12751462.0","360866374600.00","360866374600.0"
"FIC","FICO Corporation - JSC","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","02/08/2018 00:00:00","127000000.0","2349500000000.00","2301875000000.0"
"FID","Vietnam Enterprise Investment and Development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Services","20/05/2015 00:00:00","24715958.0","39545532800.00","39545532800.0"
"FIR","First Real Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","18/10/2018 00:00:00","44615015.0","1855984624000.00","2227181548800.0"
"FIT","F.I.T Group Joint Stock Company","Financials","Financial Services","Financial Services","Specialty Finance","26/07/2013 00:00:00","339933034.0","1410722091100.00","1410722091100.0"
"FLC","FLC Group Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","05/10/2011 00:00:00","709997807.0","0","2534692170990.0"
"FMC","Sao Ta Foods Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","07/12/2006 00:00:00","65388889.0","2393233337400.00","2393233337400.0"
"FOC","FPT Online Service Joint Stock Company","Consumer Services","Media","Media","Media Agencies","10/12/2018 00:00:00","18471275.0","1965343660000.00","1961349248320.0"
"FOX","FPT Telecom","Telecommunications","Telecommunications","Fixed Line Telecommunications","Fixed Line Telecommunications","13/01/2017 00:00:00","328339538.0","19043693204000.00","19032857999246.0"
"FPT","FPT Corporation","Technology","Technology","Software & Computer Services","Software","13/12/2006 00:00:00","1097026572.0","89517368275200.00","89517368275200.0"
"FRC","Forest Products Export Joint Stock Company of Quang Nam","Basic Materials","Basic Resources","Forestry & Paper","Forestry","26/07/2018 00:00:00","3000000.0","0","76500000000.0"
"FRM","Saigon Forestry Import Export Joint Stock Company","Basic Materials","Basic Resources","Forestry & Paper","Forestry","24/11/2017 00:00:00","11700000.0","0","163800000000.0"
"FRT","FPT Digital Retail Joint Stock Company","Consumer Services","Retail","General Retailers","Specialty Retailers","26/04/2018 00:00:00","118472535.0","8766967590000.00","8766967590000.0"
"FSO","Vietnam Fishery Mechanical Shipbuilding Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Commercial Vehicles & Trucks","06/02/2017 00:00:00","5624966.0","0","61874626000.0"
"FT1","Machinery Spare Parts N01 Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","27/09/2017 00:00:00","7079853.0","0","270450384600.0"
"FTI","Friendship Trading - Industrial Joint Stock Company","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Auto Parts","27/10/2017 00:00:00","3943710.0","0","14569823000.0"
"FTM","Duc Quan Investment and Development Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","06/02/2017 00:00:00","50000000.0","75000000000.00","78500000000.0"
"FTS","FPT Securities Joint Stock Company","Financials","Financial Services","Financial Services","Investment Services","13/01/2017 00:00:00","195059951.0","3686633073900.00","3686633073900.0"
"G20","Vinh Phuc Textile Investment Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","09/03/2015 00:00:00","14400000.0","10080000000.00","10195200000.0"
"G36","36 Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","26/12/2016 00:00:00","101756575.0","732647340000.00","717587366900.0"
"GAB","FLC Mining Investment & Asset Management Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","11/07/2019 00:00:00","14903987.0","0","2927143046800.0"
"GAS","PetroVietnam Gas Joint Stock Corporation","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","21/05/2012 00:00:00","1913950000.0","205175440000000.00","205175440000000.0"
"GCB","PETEC Binh Dinh Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","28/12/2016 00:00:00","4039147.0","0","64626352000.0"
"GCF","G.C Food Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","20/12/2022 00:00:00","30679999.0","450995985300.00","422371546233.0"
"GDT","Duc Thanh Wood Processing Joint Stock Company","Consumer Goods","Personal & Household Goods","Household Goods & Home Construction","Furnishings","17/11/2009 00:00:00","19747171.0","578592110300.00","624127562600.0"
"GDW","Gia Dinh Wasuco Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","15/06/2010 00:00:00","9500000.0","0","185250000000.0"
"GEE","GELEX Electricity Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electronic Equipment","08/03/2022 00:00:00","300000000.0","7620000000000.00","7590000000000.0"
"GEG","Gia Lai Electricity Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","21/03/2017 00:00:00","321936902.0","4732472459400.00","4732472459400.0"
"GER","Geru Star Sport Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","01/06/2010 00:00:00","2200000.0","0","15400000000.0"
"GEX","Gelex Group Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electronic Equipment","26/10/2015 00:00:00","851495793.0","10984295729700.00","10984295729700.0"
"GGG","GiaiPhong Motor Joint Stock Company","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Automobiles","12/10/2009 00:00:00","29388589.0","158698380600.00","158698380600.0"
"GH3","Ha Noi Transport Project Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","04/08/2021 00:00:00","11500000.0","0","126488120000.0"
"GHC","Gia Lai Hydropower Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","26/04/2011 00:00:00","47662500.0","1282121250000.00","1282121250000.0"
